CUST_ID;BALANCE;BALANCE_FREQUENCY;PURCHASES;ONEOFF_PURCHASES;INSTALLMENTS_PURCHASES;CASH_ADVANCE;PURCHASES_FREQUENCY;ONEOFF_PURCHASES_FREQUENCY;PURCHASES_INSTALLMENTS_FREQUENCY;CASH_ADVANCE_FREQUENCY;CASH_ADVANCE_TRX;PURCHASES_TRX;CREDIT_LIMIT;PAYMENTS;MINIMUM_PAYMENTS;PRC_FULL_PAYMENT;TENURE
C10649;3123339488;1;11202.09;10929.53;272.56;0;1;1;0.583333;0;0;100;7500;8317163283;887495688;0.083333;12
C10650;1670928797;1;794.52;794.52;0;0;0.666667;0.666667;0;0;0;16;1750;1083625844;1196302503;0;12
C10651;537389322;0.9;1704.22;150.5;1553.72;0;0.9;0.2;0.8;0;0;16;1500;679888456;160592311;0.125;10
C10652;1803955439;1;1044.43;801.35;243.08;103174612;0.666667;0.416667;0.333333;0.083333;1;23;5000;1068805913;518001095;0;12
C10653;2394126386;1;3651.59;1544.79;2106.8;2420908491;1;0.833333;1;0.166667;11;111;4500;6925337419;1646768053;0.083333;12
C10654;544879717;1;6477.6;3301.6;3176;0;1;1;0.916667;0;0;83;7500;6381236136;235661045;0.833333;12
C10655;288474257;1;1025.03;0;1025.03;0;1;0;1;0;0;67;2800;1148409463;183177287;0.083333;12
C10656;1434097191;1;0;0;0;1866841949;0;0;0;0.083333;2;0;2400;2361929133;390202217;0;12
C10657;79554406;0.63636;472.71;472.71;0;0;0.083333;0.083333;0;0;0;1;16000;563830183;108579632;0;12
C10658;2134513436;1;733.35;78.6;654.75;5716149236;0.818182;0.181818;0.818182;0.181818;7;11;3000;6801933334;1017637027;0.090909;11
C10659;4925502001;1;3050.72;989.14;2061.58;1090129827;0.583333;0.333333;0.333333;0.416667;24;16;11500;2132089625;3913712987;0.166667;12
C10660;6232157;0.63636;601.35;468;133.35;0;0.416667;0.333333;0.333333;0;0;10;7000;704075312;161420141;0.25;12
C10661;1062752143;1;0;0;0;49676383;0;0;0;0.166667;3;0;1200;7203446;369566083;0;12
C10662;5347377116;0.54546;0;0;0;9671336737;0;0;0;0.083333;1;0;10500;3239303839;3614801495;0;12
C10663;8555864;1;0;0;0;75612993;0;0;0;0.083333;1;0;5000;74218884;9613968;0;12
C10665;164649775;1;1764.86;1149.34;615.52;0;1;0.666667;0.916667;0;0;21;10000;1768463643;21273674;1;12
C10666;299765294;1;2352.2;1136.7;1215.5;0;0.916667;0.666667;0.75;0;0;30;6500;2671279796;185468819;0.25;12
C10667;3725636832;1;0;0;0;516029064;0;0;0;0.666667;9;0;4000;1221274221;1537255049;0;12
C10668;306877248;1;3877.85;2183.56;1694.29;0;0.916667;0.666667;0.75;0;0;29;12500;3639443058;205024983;1;12
C10669;1441195798;1;5958.17;3161.46;2796.71;0;1;0.583333;1;0;0;98;15000;7839750264;809679502;0;12
C10670;1759969888;1;5969.33;3755.24;2214.09;1777022586;1;1;1;0.25;4;92;16500;7272999505;445131364;0.25;12
C10671;1482235539;1;14604.87;2475.93;12128.94;0;1;0.583333;1;0;0;219;15500;1446263056;340717801;1;12
C10672;6014806806;1;433.63;433.63;0;2433987199;0.25;0.25;0;0.583333;13;5;7000;153475789;1663455756;0;12
C10673;5619157028;1;2790.76;2549.25;241.51;0;1;1;0.333333;0;0;36;14000;1778284067;1355651702;0;12
C10674;36512275;1;571.32;0;571.32;4961005282;0.5;0;0.333333;0.416667;14;3;4000;5308488824;21648223;0.454545;12
C10675;1728079372;1;0;0;0;1662824051;0;0;0;0.166667;4;0;1800;141505315;1059253719;0;12
C10676;1043249828;1;281.25;0;281.25;136124762;1;0;0.888889;0.444444;4;9;1200;63496657;96513244;0;9
C10677;2571925816;1;1701.9;464.9;1237;1089064313;1;0.25;1;0.333333;5;55;3000;710210734;684951673;0;12
C10678;77605254;1;14332.92;10588.97;3743.95;0;1;0.909091;0.909091;0;0;152;16000;7116531862;2117186083;0;11
C10679;61644247;0.36364;490.6;0;490.6;0;0.272727;0;0.272727;0;0;3;18000;1197347043;13119619;1;11
C10680;0;0;0;0;0;310888779;0;0;0;0.083333;1;0;9000;0;;0;12
C10681;17242041;1;8371.19;4192.8;4178.39;959946429;1;0.5;1;0.083333;1;87;3800;9582782864;1805370785;0.25;12
C10682;558989996;0.81818;4552.44;1234;3318.44;0;0.75;0.166667;0.583333;0;0;15;5000;5496343824;173931803;1;12
C10683;15728894;0.27273;202;202;0;0;0.166667;0.166667;0;0;0;2;2000;200169721;43909196;0;12
C10684;3808073463;0.90909;6030.34;2874.89;3155.45;7279880364;1;0.5;1;0.5;62;104;7000;1708485192;206825205;0.090909;12
C10685;28394518;0.18182;379.3;0;379.3;0;0.166667;0;0.166667;0;0;6;2500;534818301;28994494;0.181818;12
C10686;2515968879;1;1877.24;926.9;950.34;0;0.166667;0.166667;0.083333;0;0;29;8500;450307943;810909841;0.083333;12
C10688;408069031;1;3660.97;3660.97;0;0;1;1;0;0;0;33;7500;4471044825;188409994;0.666667;12
C10689;975165854;1;2281.56;2281.56;0;98596565;0.916667;0.916667;0;0.166667;2;29;20000;2068187388;243235999;0;12
C10690;879190921;1;45.65;45.65;0;1246223848;0.083333;0.083333;0;0.166667;2;1;1200;1589980022;439870516;0.1;12
C10691;233138017;1;1919.66;1310.9;608.76;0;0.916667;0.416667;0.75;0;0;34;6000;6725483653;609161536;0;12
C10692;2720711;0.81818;685.08;220;465.08;0;0.583333;0.25;0.5;0;0;24;13000;798047921;66969941;0.25;12
C10693;1418254924;1;362.13;0;362.13;0;1;0;1;0;0;19;1200;496114334;1591472154;0;12
C10694;1979916;0.125;80;80;0;0;0.125;0.125;0;0;0;1;1500;0;;0;8
C10695;331586253;1;3703.36;1653.98;2049.38;0;1;1;1;0;0;54;7500;3229189675;195370312;0.916667;12
C10696;1035945471;1;12650;12650;0;2781682203;0.25;0.25;0;0.166667;2;10;10500;7566470234;9170428051;0;12
C10697;2144477682;1;228.35;228.35;0;1908662268;0.333333;0.333333;0;0.083333;1;7;4000;2520722012;507937007;0;12
C10698;2927082849;0.9;0;0;0;3987822594;0;0;0;0.3;5;0;4000;862790575;1178426048;0;10
C10699;654747715;1;1969.24;567.47;1401.77;0;0.916667;0.25;0.916667;0;0;30;12000;2011781378;219067764;0;12
C10700;1162770552;1;533.36;0;533.36;19292323;0.666667;0;0.583333;0.083333;1;8;1200;632227172;1395576542;0;12
C10701;4094433899;1;0;0;0;1618325972;0;0;0;0.5;8;0;7500;1070599052;1441148962;0;12
C10702;278142977;1;1901.94;367;1534.94;0;1;0.166667;1;0;0;34;4500;1624241905;168938924;0;12
C10703;5941847384;1;0;0;0;744138154;0;0;0;0.166667;2;0;7000;1756829998;2166204489;0;12
C10704;983339069;1;5601.54;3073.82;2527.72;36336457;1;0.75;1;0.083333;1;182;7500;4807552996;207134142;0.166667;12
C10705;82005973;1;162.56;0;162.56;0;0.5;0;0.5;0;0;6;1000;215685296;7281645049;0;12
C10706;7025757291;1;66.32;66.32;0;8733135566;0.083333;0.083333;0;0.583333;16;1;9000;9547622542;2385432813;0;12
C10707;1411754;0.2;19.9;0;19.9;0;0.2;0;0.1;0;0;2;6500;49622958;48782575;0.5;10
C10708;5656069801;1;362.36;362.36;0;7240433194;0.25;0.25;0;1.25;12;2;8000;683421497;2036877611;0;8
C10709;2705591995;1;818.02;326.02;492;2758007287;1;0.083333;1;0.083333;3;14;3000;405534116;1002627519;0.083333;12
C10710;235294264;1;1286.2;1286.2;0;0;1;1;0;0;0;24;4000;1272434565;21800803;0;12
C10711;3472806962;1;1800;0;1800;2642846513;1;0;1;0.083333;7;12;6000;2214368263;4093868044;0;12
C10712;2892138807;1;0;0;0;129381701;0;0;0;0.333333;5;0;3000;666956678;1066060177;0;12
C10713;145973232;0.81818;1131.08;0;1131.08;0;0.583333;0;0.5;0;0;25;18000;1317549381;481452747;0.25;12
C10714;1943792266;1;83.35;0;83.35;0;0.142857;0;0.142857;0;0;1;4000;290353132;276463002;0;7
C10715;2119537904;1;342.07;270.07;72;0;0.583333;0.5;0.166667;0;0;11;3000;3505371815;894910352;0;12
C10716;233395491;0.81818;2025;2025;0;38562779;0.75;0.75;0;0.083333;1;21;6000;2420445403;118312302;0.5;12
C10717;318186198;1;3548.64;2949.37;599.27;0;1;0.916667;1;0;0;51;20000;3908960912;199621137;1;12
C10718;448190189;1;1687.29;1687.29;0;0;0.5;0.5;0;0;0;8;11500;1464000198;261032083;0.166667;12
C10719;908354652;1;231.35;0;231.35;944183414;1;0;0.857143;0.142857;3;7;1000;16197536;930115009;0;7
C10720;546844163;1;2427.26;1587.34;839.92;0;1;1;1;0;0;30;5000;1747703784;176211823;0.333333;12
C10721;763327047;1;579.28;300;279.28;72752546;0.5;0.166667;0.416667;0.083333;1;13;1200;635871404;220685812;0;12
C10722;1495801569;1;420.03;320.03;100;0;1;0.25;1;0;0;16;6600;1283885302;389191998;0;12
C10723;7006751866;1;328.92;328.92;0;9497696525;0.166667;0.166667;0;0.666667;12;2;10000;659559695;1400681628;0;6
C10724;4414952906;1;419.64;0;419.64;0;1;0;1;0;0;12;4200;467204852;2430209819;0;12
C10725;255052529;1;3267.03;1439.07;1827.96;0;1;1;1;0;0;101;6000;2841850383;173710118;1;12
C10726;1167045536;1;294.13;65;229.13;0;0.916667;0.083333;0.833333;0;0;12;1500;686376349;26650397;0;12
C10727;3063017462;1;0;0;0;3550209696;0;0;0;0.166667;3;0;5500;757537513;891059927;0;12
C10728;1546216153;0.83333;0;0;0;2196107878;0;0;0;0.166667;5;0;3000;247706733;31058347;0;6
C10729;999392635;1;0;0;0;2368248319;0;0;0;0.333333;10;0;1500;1724178215;301346806;0.1;12
C10730;338699251;1;171.92;171.92;0;0;0.416667;0.416667;0;0;0;5;4500;907867126;912269822;0;12
C10731;963572006;1;2210.97;1741.3;469.67;0;1;1;0.416667;0;0;50;9500;2946752322;34515359;0;12
C10732;454580913;1;1229.57;1229.57;0;0;0.416667;0.416667;0;0;0;16;2700;1125497981;192979922;0;12
C10733;2572508325;1;64;64;0;248690762;0.083333;0.083333;0;0.083333;2;1;2800;373433094;394538539;0;12
C10734;259659993;1;0;0;0;1700074178;0;0;0;0.5;9;0;3000;1794421173;936618592;0;12
C10735;1376347358;1;9670.84;6701.08;2969.76;1896204934;1;0.75;1;0.166667;2;88;17500;2419911108;3039137305;0.083333;12
C10736;1861026633;1;7446.18;6376.98;1069.2;281703397;1;1;1;0.25;5;82;10000;1027493122;528241518;0.333333;12
C10737;5422456378;1;0;0;0;9972234861;0;0;0;0.166667;2;0;14000;1661693077;1949814235;0;12
C10738;838616485;1;375.57;375.57;0;99587515;0.25;0.25;0;0.083333;1;3;6000;779057364;17942685;0;12
C10739;446735142;1;5228.36;2337.44;2890.92;0;1;1;1;0;0;71;3000;4843737867;177051156;0.454545;12
C10740;88823762;1;291.65;0;291.65;0;0.75;0;0.666667;0;0;10;8000;341378477;209317582;0.083333;12
C10741;821916526;0.85714;1386.4;1386.4;0;0;0.285714;0.285714;0;0;0;3;1500;238348011;154555561;0;7
C10742;3714539663;1;1307.16;1307.16;0;4245840374;1;1;0;0.333333;4;24;5000;1529771263;1212951385;0;12
C10743;7811234174;1;0;0;0;6372109273;0;0;0;0.333333;8;0;16000;2322058763;1831024986;0;12
C10744;1024761905;1;77.99;77.99;0;0;0.166667;0.166667;0;0;0;2;1200;55523373;303743033;0;12
C10745;2386932058;1;861.79;181.81;679.98;457699229;0.333333;0.166667;0.166667;0.083333;1;7;6000;6532686986;634388953;0.083333;12
C10746;15492415;1;65;65;0;0;0.083333;0.083333;0;0;0;1;3000;19221233;67643963;0;12
C10747;2643876192;0.81818;798.34;277;521.34;3206809796;0.5;0.25;0.416667;0.166667;2;19;4500;728056878;769627647;0;12
C10748;4881822347;1;0;0;0;223953042;0;0;0;0.25;3;0;8500;1227062915;1208463027;0;12
C10749;1855212121;1;32.22;32.22;0;37743145;0.083333;0.083333;0;0.083333;1;1;2000;349584645;695503633;0;12
C10750;1377474154;1;404.24;0;404.24;3369474535;0.25;0;0.25;0.5;7;3;14500;3167870886;35334648;0;12
C10751;251151609;0.36364;0;0;0;1084813197;0;0;0;0.166667;4;0;1200;3597140559;308399887;0.333333;12
C10752;1355180523;0.90909;8820.67;2549.65;6271.02;0;0.75;0.583333;0.583333;0;0;37;6500;3609323897;416412205;0;12
C10753;6713551391;1;7590.08;7403.57;186.51;1596569821;0.666667;0.666667;0.166667;0.166667;4;81;10000;2344430467;4676633767;0;12
C10754;239826262;1;0;0;0;722361498;0;0;0;0.416667;8;0;6000;738312743;879041116;0;12
C10755;1433857464;1;1613.74;800.87;812.87;0;1;0.416667;0.833333;0;0;37;1500;1361684623;1854077627;0;12
C10756;142406825;1;1214.74;574.33;640.41;0;1;0.333333;1;0;0;48;11000;94191753;180400442;0.75;12
C10757;660397749;1;776.89;698.99;77.9;0;0.166667;0.083333;0.083333;0;0;2;1500;487294072;215007957;0;12
C10758;4834586867;1;0;0;0;56747353;0;0;0;0.1;1;0;5500;874365824;1582515056;0;10
C10759;2571284657;1;0;0;0;259611243;0;0;0;0.416667;7;0;2750;750534962;883249328;0;12
C10760;492916599;1;4371.82;2765.16;1606.66;0;1;0.916667;1;0;0;97;20000;3603230966;207887409;0.583333;12
C10761;2752146656;1;1648.53;618.55;1029.98;214651325;1;0.333333;1;0.25;4;46;6500;1427725762;1342185961;0;12
C10762;7715659048;1;0;0;0;6182982033;0;0;0;1;62;0;11500;1777003806;2412544026;0;12
C10763;0;0.09091;24;0;24;0;0.166667;0;0.166667;0;0;2;1500;9533313;88426;0;12
C10764;95865855;0.36364;1123.58;1123.58;0;0;0.083333;0.083333;0;0;0;9;1500;3245496885;142868781;0;12
C10765;1439343061;0.90909;571.91;571.91;0;0;0.25;0.25;0;0;0;5;2100;257355754;756220978;0;12
C10766;5603045332;1;0;0;0;2909490912;0;0;0;0.416667;6;0;7500;6135140807;2279351491;0;12
C10767;1691842;1;0;0;0;1148820355;0;0;0;0.166667;3;0;1500;3500505;856154;0;6
C10768;83279345;1;1080.11;0;1080.11;0;1;0;1;0;0;23;9000;1065332527;178115434;1;12
C10769;1157168369;1;0;0;0;1249682243;0;0;0;0.583333;10;0;3000;264548484;326316359;0;12
C10770;1560533094;0.77778;749.57;209.77;539.8;4096907903;0.666667;0.222222;0.444444;0.666667;19;7;6000;61746628;414824247;0;9
C10771;1575508838;0.875;0;0;0;1977834772;0;0;0;0.125;1;0;2500;260843536;325312921;0;8
C10772;1544979869;1;880.19;0;927.45;0;1;0;1;0;0;46;1500;1189503063;1104152962;0;12
C10773;1350286625;1;642.33;642.33;0;0;0.5;0.5;0;0;0;12;9000;323683167;344973051;0;12
C10774;1261488342;1;890.2;890.2;0;0;0.5;0.5;0;0;0;9;3000;302073647;33087851;0;12
C10775;1274851959;1;1798.24;144.86;1653.38;756233501;1;0.166667;0.916667;0.166667;3;17;1500;1340224464;1732955307;0;12
C10776;1646715644;1;2720.68;2580.19;140.49;0;1;0.833333;0.666667;0;0;49;5000;2800406648;357591488;0;12
C10777;3121267822;0.88889;4139.56;4139.56;0;3607406242;0.333333;0.333333;0;0.222222;3;8;9000;1600272221;597159149;0;9
C10779;3406473855;1;1140;0;1140;0;0.5;0;0.5;0;0;6;3650;2541196672;2559345;0;12
C10780;4006206157;1;169.28;0;169.28;2868734582;0.583333;0;0.583333;0.25;7;7;6000;1553157125;988712621;0;12
C10781;915424422;0.85714;0;0;0;2454439476;0;0;0;0.428571;6;0;1200;1665025645;247205901;0;7
C10782;4193283047;1;183.7;183.7;0;1585714709;0.25;0.25;0;0.166667;4;4;10500;1030093462;1116001393;0;12
C10783;1039709989;1;0;0;0;4045620171;0;0;0;0.25;6;0;13000;3222169406;2818707479;0;12
C10784;2830364475;1;1412.76;0;1412.76;2045094842;1;0;1;0.416667;6;25;5000;6940278105;759346966;0;12
C10785;5499895765;1;0;0;0;485269985;0;0;0;0.333333;6;0;6000;1445294493;2703217084;0;12
C10786;815427615;1;1936.01;1471.04;464.97;232292989;0.916667;0.5;1;0.083333;1;27;2000;1759115089;232076866;0;12
C10787;756041971;0.875;2486.1;2052.75;433.35;0;0.875;0.875;0.5;0;0;33;4000;948092359;1356087629;0;8
C10788;5271415483;1;0;0;0;2193804998;0;0;0;0.25;7;0;6500;1479003541;132146938;0;12
C10789;23276656;0.63636;796.56;0;796.56;0;1;0;1;0;0;13;4000;912478311;102895907;0.636364;12
C10790;5639464394;1;717.18;399.15;318.03;3856971744;0.416667;0.166667;0.25;0.75;16;7;7000;1460652254;1540175186;0;12
C10791;530890635;1;0;0;0;4954608429;0;0;0;0.5;21;0;9500;1334749456;1272080547;0;12
C10792;62209376;0.09091;782.88;782.88;0;0;0.083333;0.083333;0;0;0;2;3000;2941300379;280618072;0;12
C10793;205232561;1;0;0;0;200266788;0;0;0;0.333333;5;0;2000;529203224;1501874974;0;12
C10794;56720267;0.81818;260;260;0;0;0.083333;0.083333;0;0;0;1;5500;278975102;92072121;0;12
C10795;1121068043;1;0;0;0;56461201;0;0;0;0.166667;3;0;1200;23609244;351184105;0;12
C10796;947018498;1;49.19;0;49.19;4078303778;0.416667;0;0.416667;0.25;6;5;12000;2230957196;2672605531;0;12
C10797;2388503738;1;4021.29;2303.6;1717.69;2075781347;1;1;0.5;0.333333;4;44;5000;2851045852;794323892;0;12
C10798;1955179305;1;503.45;503.45;0;0;0.083333;0.083333;0;0;0;1;10500;685660178;49565428;0;12
C10799;432915949;1;4430.17;3628.67;801.5;0;1;1;1;0;0;78;8500;4301600928;186739077;1;12
C10800;2027896903;1;933.5;933.5;0;116028334;0.083333;0.083333;0;0.083333;2;1;3000;393417404;462153221;0;12
C10801;125258309;1;1163.93;950.03;213.9;0;0.833333;0.75;0.416667;0;0;22;5000;0;;0;12
C10803;182243199;1;177.23;70.26;106.97;0;0.083333;0.083333;0.083333;0;0;3;2500;1136340121;428353499;0;12
C10804;1557750089;1;283.6;204.27;79.33;0;0.25;0.125;0.125;0;0;2;5000;424829757;282152847;0;8
C10805;3879064446;1;9796.28;9536.28;260;1959013493;1;0.833333;0.583333;0.166667;2;45;19000;1266790527;968363741;0.333333;12
C10806;708509086;1;2109.61;1734.61;375;366008558;1;0.583333;1;0.166667;3;19;6500;4591162882;296681069;0.181818;12
C10807;274860877;1;0;0;0;434319424;0;0;0;0.166667;4;0;3000;808881566;1663969183;0;12
C10808;4343537475;1;1326.3;1326.3;0;1123247578;1;1;0;0.166667;2;23;4500;1373689245;3414220124;0;12
C10809;8646143734;1;0;0;0;1020412284;0;0;0;0.416667;9;0;10000;111928048;3427635445;0;12
C10810;90445498;0.45455;0;0;0;729325692;0;0;0;0.166667;2;0;3500;79242572;81716644;0;12
C10811;9164724752;1;3407.69;2074.16;1333.53;2063860557;1;0.833333;1;0.166667;5;77;9500;0;;0;12
C10812;298592251;1;1804.09;620.16;1183.93;327479813;0.916667;0.916667;0.666667;0.25;3;27;7500;1672051219;190893951;0.181818;12
C10813;88242406;0.63636;758.31;0;758.31;0;0.583333;0;0.5;0;0;7;6000;50141401;83041019;0.416667;12
C10814;14731998;0.81818;121.5;0;121.5;0;0.818182;0;0.818182;0;0;9;4000;137148597;125135021;0;11
C10815;5211229218;1;0;0;0;2316206642;0;0;0;0.416667;10;0;5500;1009545319;209229409;0;12
C10816;835007085;0.75;90.39;90.39;0;1160459619;0.125;0.125;0;0.125;1;1;1500;254561828;152221816;0;8
C10817;2302479845;1;0;0;0;861574218;0;0;0;0.75;9;0;2600;0;;0;12
C10818;1782997768;0.90909;0;0;0;1603732794;0;0;0;0.416667;11;0;10000;1592328722;517595201;0;12
C10819;2435823938;1;749.3;393.5;355.8;0;0.583333;0.083333;0.5;0;0;8;8500;2501125038;54151241;0;12
C10820;10096031;1;184.92;0;184.92;0;1;0;1;0;0;12;4000;185189285;129992635;0.545455;12
C10821;1524409377;1;70;0;70;640711949;0.166667;0;0.166667;0.5;9;2;1500;973097522;1263139657;0;12
C10822;1819529197;1;219.26;219.26;0;97792638;0.25;0.25;0;0.333333;7;5;2500;518949471;1223335721;0;12
C10823;4607593;0.18182;44.55;44.55;0;0;0.083333;0.083333;0;0;0;1;6000;267147917;88028446;0;12
C10824;644530629;1;268.68;0;268.68;0;1;0;1;0;0;12;1200;155768946;438318992;0.166667;12
C10825;147180819;0.63636;0;0;0;1843426883;0;0;0;0.166667;6;0;2600;0;;0;12
C10826;197555397;1;1876.8;0;1876.8;0;1;0;1;0;0;12;5000;1715207478;163663033;1;12
C10827;1716622291;1;455.76;36;419.76;0;1;0.083333;1;0;0;13;1700;881425823;1066801936;0;12
C10828;26680023;0.54546;520.5;0;520.5;0;0.5;0;0.5;0;0;15;4000;551370293;88814191;0.454545;12
C10829;5359980872;1;0;0;0;1113868654;0;0;0;0.25;3;0;6000;638144031;1286694167;0;12
C10830;77254691;1;8519.02;8003.21;515.81;237066662;1;1;1;0.083333;1;117;17500;5828994002;270774147;0.833333;12
C10831;83477053;0.18182;0;0;0;2654856157;0;0;0;0.083333;2;0;3000;1290218813;1791729021;0.5;12
C10832;2654816967;1;0;0;0;3469664606;0;0;0;0.25;27;0;4000;3225132002;1689935969;0;12
C10833;81762162;0.90909;777.04;521.46;255.58;0;0.833333;0.5;0.75;0;0;20;7500;753811533;162763716;0;12
C10834;1373277423;0.81818;0;0;0;273966574;0;0;0;0.166667;2;0;3300;0;;0;12
C10835;1773445786;1;4504.25;2986.66;1517.59;0;0.5;0.5;0.416667;0;0;37;8500;27870437;561333282;0;12
C10836;22707351;1;2370.01;1682.03;687.98;0;1;0.333333;1;0;0;35;4200;1948361057;162995748;0.833333;12
C10837;155924331;0.81818;517.14;460.57;56.57;0;0.416667;0.25;0.166667;0;0;7;3000;369733274;131403254;0;12
C10838;4767644535;1;806;481;325;1705723287;1;0.083333;1;0.166667;3;25;8000;880198403;2203284474;0;12
C10839;2574852985;1;578.66;578.66;0;6390668135;1;1;0;0.272727;4;12;9500;3219440365;728739114;0;11
C10840;3405005439;1;8.4;8.4;0;0;1;1;0;0;0;12;10500;1015698271;795091125;0;12
C10841;3517561446;1;173.69;173.69;0;312299024;0.166667;0.166667;0;0.416667;6;2;5000;5091300312;796031998;0;12
C10843;1748546186;1;74.98;74.98;0;216032736;0.166667;0.166667;0;0.25;5;2;1800;650440749;572683934;0;12
C10844;4503251;0.18182;60.24;0;60.24;0;0.166667;0;0.166667;0;0;2;4000;47123242;110528523;0.5;12
C10845;2717915641;1;1500;1500;0;475122697;0.083333;0.083333;0;0.083333;1;2;4600;949592719;885376298;0;12
C10846;1841359829;1;2280.58;0;2280.58;0;1;0;0.916667;0;0;20;1800;2463113969;1947918485;0;12
C10847;1399729932;1;0;0;0;1967782148;0;0;0;0.333333;5;0;3000;712803089;316461916;0;12
C10848;674817091;1;1152.83;0;1152.83;0;1;0;1;0;0;21;7000;0;;0;12
C10849;2406569238;1;0;0;0;94706407;0;0;0;0.25;4;0;2400;314272712;1077473572;0;12
C10850;285308422;0.18182;0;0;0;2644698717;0;0;0;0.166667;7;0;3000;248742811;572390099;0;12
C10852;1011110679;1;186.11;61.11;125;0;0.333333;0.083333;0.25;0;0;5;3000;634853367;227160721;0;12
C10853;1358890643;1;89.9;28;61.9;0;0.333333;0.083333;0.166667;0;0;4;7000;323344372;40965366;0;12
C10854;1392773202;1;221.61;221.61;0;0;0.666667;0.666667;0;0;0;8;1700;369345758;294377252;0;12
C10855;487584965;0.72727;4768.27;4768.27;0;0;0.727273;0.727273;0;0;0;27;2500;1980213325;149493574;0.454545;11
C10856;1892439622;1;86.7;86.7;0;92435934;0.166667;0.166667;0;0.083333;2;2;2000;534092827;1069925154;0;12
C10857;3957419199;1;1162.63;1021.67;140.96;3808247988;0.5;0.416667;0.166667;0.666667;21;14;7500;1476991573;1451018556;0;12
C10858;920968431;1;977.38;615.99;361.39;0;0.833333;0.25;0.833333;0;0;18;3350;549396517;266850585;0;12
C10859;227781773;1;1497.82;690.57;807.25;0;1;0.333333;0.833333;0;0;31;3500;34279543;183964777;0.090909;12
C10860;4270148411;0.88889;363;363;0;5307322893;0.111111;0.111111;0;0.555556;11;2;5500;1250695005;2070907379;0;9
C10861;4115739163;1;0;0;0;540251858;0;0;0;0.25;3;0;8500;1006261579;1313531481;0;12
C10862;1375845223;1;0;0;0;112680045;0;0;0;0.25;3;0;1500;306606914;736789619;0;12
C10863;1300593766;1;0;0;0;513664928;0;0;0;0.166667;3;0;3000;386660071;396635432;0;12
C10864;1437895562;1;350;0;350;0;0.166667;0;0.166667;0;0;2;4000;0;;0;12
C10865;1304357015;1;1488.8;987.68;501.12;858516418;0.833333;0.25;0.583333;0.166667;2;21;2000;612674919;341524735;0;12
C10866;1372725482;1;992.25;651.4;340.85;667818882;0.833333;0.25;0.75;0.25;3;18;4500;2899141015;464139521;0;12
C10867;938177781;1;1288.42;0;1288.42;0;0.916667;0;0.916667;0;0;23;1500;1018536172;196720403;0;12
C10868;1293741;1;1102.72;0;1102.72;0;1;0;1;0;0;15;4000;112351632;17844023;0.833333;12
C10869;161198861;1;536.68;103;433.68;0;1;0.083333;1;0;0;13;1000;280826685;165304588;0.090909;12
C10870;825977042;1;0;0;0;904460261;0;0;0;0.166667;4;0;2500;522917982;170397605;0;12
C10871;230359954;1;2163.12;1383.12;780;0;1;1;0.333333;0;0;23;4000;0;;0;12
C10872;3616993845;0.88889;0;0;0;4947781762;0;0;0;0.555556;7;0;5500;529726072;1294501736;0;9
C10873;8220740014;1;5197.22;4001.41;1195.81;1885705847;1;0.571429;0.857143;1;25;15;13000;1288644123;1287324868;0.2;7
C10874;4438521324;1;591.84;109.16;482.68;564365429;0.636364;0.181818;0.454545;0.272727;3;11;17000;5552601399;1094486286;0;11
C10875;2210404961;1;1790.64;1358.4;432.24;166066756;1;0.833333;1;0.75;18;52;10500;8862839094;478820544;0;12
C10876;2315003636;1;0;0;0;3253033658;0;0;0;0.666667;27;0;3000;2467952091;986843214;0;12
C10877;1255779743;1;385;385;0;0;0.166667;0.166667;0;0;0;2;5000;0;;0;12
C10878;62596086;1;475;0;475;0;1;0;0.916667;0;0;12;1500;408132037;170451899;0.9;12
C10879;5280649637;1;0;0;0;1786833644;0;0;0;0.333333;4;0;6000;1648300986;1264637138;0;12
C10880;170907823;0.90909;1366.3;1366.3;0;0;0.5;0.5;0;0;0;11;2000;3453112338;139388035;0.4;12
C10881;1271212003;0.90909;76.94;76.94;0;0;0.181818;0.181818;0;0;0;2;1500;257110005;277714185;0;11
C10882;1108332542;1;2126.7;2026.7;100;1622219455;0.5;0.25;0.416667;0.5;7;10;15000;2494033369;2642937347;0;12
C10883;992599867;1;100;100;0;593181763;0.083333;0.083333;0;0.166667;3;1;1200;0;;0;12
C10884;1013100055;1;0;0;0;3330326162;0;0;0;0.166667;5;0;14500;4056944212;2592311811;0;12
C10885;441930294;1;12551.95;10901.24;1650.71;1489654051;1;0.666667;1;0.5;19;122;17000;3169841902;1448585054;0.416667;12
C10886;2173621597;1;200;200;0;201404735;0.083333;0.083333;0;0.25;4;1;8000;495968187;502765453;0;12
C10887;9901685569;1;2190.95;832.49;1358.46;1913350112;1;0.416667;0.916667;0.25;4;43;11500;2972248185;2849235124;0;12
C10888;2320309453;1;2896.05;2209.21;686.84;187030671;1;0.916667;0.916667;0.083333;1;90;13500;1341195566;559284909;0;12
C10889;910072514;1;18.05;0;18.05;19118837;0.083333;0;0.083333;0.083333;1;1;1000;233886707;230806229;0;12
C10890;1374460976;1;1990.81;0;1990.81;0;1;0;0.916667;0;0;31;5000;0;;0;12
C10891;0;0;199.88;0;199.88;0;0.75;0;0.75;0;0;14;4000;0;;0;12
